,stockx_link,stockx_name,type_1,type_2,type_3,model,right,r_d,straight,l_d,left,back,Style,Colorway,RetailPrice,ReleaseDate
18,https://stockx.com/nike-sb-dunk-low-infrared-orange-label,Nike SB Dunk Low Infrared Orange Label,SB,Nike SB Dunk Low Infrared Orange Label,SB Nike SB Dunk Low Infrared Orange Label,SB Dunk Low,"https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Infrared-Orange-Label/Images/Nike-SB-Dunk-Low-Infrared-Orange-Label/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Infrared-Orange-Label/Images/Nike-SB-Dunk-Low-Infrared-Orange-Label/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Infrared-Orange-Label/Images/Nike-SB-Dunk-Low-Infrared-Orange-Label/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Infrared-Orange-Label/Images/Nike-SB-Dunk-Low-Infrared-Orange-Label/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Infrared-Orange-Label/Images/Nike-SB-Dunk-Low-Infrared-Orange-Label/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Infrared-Orange-Label/Images/Nike-SB-Dunk-Low-Infrared-Orange-Label/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154",CD2563-004,White/Cement Grey-Black-Infrared,$100,01/20/2020
19,https://stockx.com/nike-air-max-2-light-atmos,Nike Air Max 2 Light Atmos,Air Max,Other,Air Max,Air Max 2,"https://stockx-360.imgix.net/Nike-Air-Max-2-Light-Atmos/Images/Nike-Air-Max-2-Light-Atmos/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1554736273","https://stockx-360.imgix.net/Nike-Air-Max-2-Light-Atmos/Images/Nike-Air-Max-2-Light-Atmos/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1554736273","https://stockx-360.imgix.net/Nike-Air-Max-2-Light-Atmos/Images/Nike-Air-Max-2-Light-Atmos/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1554736273","https://stockx-360.imgix.net/Nike-Air-Max-2-Light-Atmos/Images/Nike-Air-Max-2-Light-Atmos/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1554736273","https://stockx-360.imgix.net/Nike-Air-Max-2-Light-Atmos/Images/Nike-Air-Max-2-Light-Atmos/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1554736273","https://stockx-360.imgix.net/Nike-Air-Max-2-Light-Atmos/Images/Nike-Air-Max-2-Light-Atmos/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1554736273",CJ6200-001/BV7406-001,Black/Bright Crimson,$160,04/05/2019
20,https://stockx.com/nike-sb-dunk-low-raygun-tie-dye,Nike SB Dunk Low Raygun Tie-Dye Black,SB,Nike SB Dunk Low Raygun Tie-Dye Black,SB Nike SB Dunk Low Raygun Tie-Dye Black,SB Dunk Low,"https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Images/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1577112360","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Images/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1577112360","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Images/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1577112360","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Images/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1577112360","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Images/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1577112360","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Images/Nike-SB-Dunk-Low-Raygun-Tie-Dye/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1577112360",BQ6832-001,Black/Black-Orange Flash,$100,12/28/2019
21,https://stockx.com/nike-ld-waffle-sacai-white-grey,Nike LD Waffle sacai Summit White,Other,Running,Running,LD Waffle sacai,"https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-White-Grey/Images/Nike-LD-Waffle-Sacai-White-Grey/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568662457","https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-White-Grey/Images/Nike-LD-Waffle-Sacai-White-Grey/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568662457","https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-White-Grey/Images/Nike-LD-Waffle-Sacai-White-Grey/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568662457","https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-White-Grey/Images/Nike-LD-Waffle-Sacai-White-Grey/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568662457","https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-White-Grey/Images/Nike-LD-Waffle-Sacai-White-Grey/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568662457","https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-White-Grey/Images/Nike-LD-Waffle-Sacai-White-Grey/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568662457",BV0073-100,Summit White/White-Wolf Grey-Black,$160,09/12/2019
22,https://stockx.com/nike-ld-waffle-sacai-dark-grey-black-anthracite,Nike LD Waffle sacai Black,Other,Running,Running,LD Waffle sacai,"https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Images/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1565620674","https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Images/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1565620674","https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Images/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1565620674","https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Images/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1565620674","https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Images/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1565620674","https://stockx-360.imgix.net/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Images/Nike-LD-Waffle-Sacai-Dark-Grey-Black-Anthracite/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1565620674",BV0073-001,Black/Anthracite-White-Gunsmoke,$160,09/12/2019
23,https://stockx.com/nike-react-element-55-kendrick-lamar,Nike React Element 55 Kendrick Lamar,Other,Running,Running,React Element 55,"https://stockx-360.imgix.net/Nike-React-Element-55-Kendrick-Lamar/Images/Nike-React-Element-55-Kendrick-Lamar/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1573502731","https://stockx-360.imgix.net/Nike-React-Element-55-Kendrick-Lamar/Images/Nike-React-Element-55-Kendrick-Lamar/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1573502731","https://stockx-360.imgix.net/Nike-React-Element-55-Kendrick-Lamar/Images/Nike-React-Element-55-Kendrick-Lamar/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1573502731","https://stockx-360.imgix.net/Nike-React-Element-55-Kendrick-Lamar/Images/Nike-React-Element-55-Kendrick-Lamar/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1573502731","https://stockx-360.imgix.net/Nike-React-Element-55-Kendrick-Lamar/Images/Nike-React-Element-55-Kendrick-Lamar/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1573502731","https://stockx-360.imgix.net/Nike-React-Element-55-Kendrick-Lamar/Images/Nike-React-Element-55-Kendrick-Lamar/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1573502731",CJ3312-001,Anthracite/White-Black,$150,11/05/2019
24,https://stockx.com/nike-sb-dunk-low-supreme-jewel-swoosh-silver,Nike SB Dunk Low Supreme Jewel Swoosh Silver,SB,SB Dunk Low,SB SB Dunk Low,SB Dunk Low,"https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Images/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568299952","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Images/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568299952","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Images/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568299952","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Images/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568299952","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Images/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568299952","https://stockx-360.imgix.net/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Images/Nike-SB-Dunk-Low-Supreme-Jewel-Swoosh-Silver/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1568299952",CK3480-001,Metallic Silver/Metallic Silver-Black,$110,09/14/2019
25,https://stockx.com/nike-lebron-7-fairfax-away-2020,Nike LeBron 7 Fairfax Away (2020),LeBron,7,LeBron 7,LeBron 7 Fairfax,"https://stockx-360.imgix.net/Nike-LeBron-7-Fairfax-Away-2020/Images/Nike-LeBron-7-Fairfax-Away-2020/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584162136","https://stockx-360.imgix.net/Nike-LeBron-7-Fairfax-Away-2020/Images/Nike-LeBron-7-Fairfax-Away-2020/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584162136","https://stockx-360.imgix.net/Nike-LeBron-7-Fairfax-Away-2020/Images/Nike-LeBron-7-Fairfax-Away-2020/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584162136","https://stockx-360.imgix.net/Nike-LeBron-7-Fairfax-Away-2020/Images/Nike-LeBron-7-Fairfax-Away-2020/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584162136","https://stockx-360.imgix.net/Nike-LeBron-7-Fairfax-Away-2020/Images/Nike-LeBron-7-Fairfax-Away-2020/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584162136","https://stockx-360.imgix.net/Nike-LeBron-7-Fairfax-Away-2020/Images/Nike-LeBron-7-Fairfax-Away-2020/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584162136",CU5646-001,Black/Varsity Red-Varsity Maize,$200,03/06/2020
26,https://stockx.com/nike-blazer-high-sacai-snow-beach,Nike Blazer Mid sacai Snow Beach,Basketball,Other,Basketball,Blazer Mid sacai,"https://stockx-360.imgix.net/Nike-Blazer-High-sacai-Snow-Beach/Images/Nike-Blazer-High-sacai-Snow-Beach/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1559316756","https://stockx-360.imgix.net/Nike-Blazer-High-sacai-Snow-Beach/Images/Nike-Blazer-High-sacai-Snow-Beach/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1559316756","https://stockx-360.imgix.net/Nike-Blazer-High-sacai-Snow-Beach/Images/Nike-Blazer-High-sacai-Snow-Beach/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1559316756","https://stockx-360.imgix.net/Nike-Blazer-High-sacai-Snow-Beach/Images/Nike-Blazer-High-sacai-Snow-Beach/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1559316756","https://stockx-360.imgix.net/Nike-Blazer-High-sacai-Snow-Beach/Images/Nike-Blazer-High-sacai-Snow-Beach/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1559316756","https://stockx-360.imgix.net/Nike-Blazer-High-sacai-Snow-Beach/Images/Nike-Blazer-High-sacai-Snow-Beach/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1559316756",BV0072-700,White/Obsidian-University Red-Varsity Maize,$140,05/30/2019
27,https://stockx.com/nike-air-max-90-mars-landing,Nike Air Max 90 Mars Landing,Air Max,90,Air Max 90,Air Max 90,"https://stockx-360.imgix.net/Nike-Air-Max-90-Mars-Landing/Images/Nike-Air-Max-90-Mars-Landing/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1553006663","https://stockx-360.imgix.net/Nike-Air-Max-90-Mars-Landing/Images/Nike-Air-Max-90-Mars-Landing/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1553006663","https://stockx-360.imgix.net/Nike-Air-Max-90-Mars-Landing/Images/Nike-Air-Max-90-Mars-Landing/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1553006663","https://stockx-360.imgix.net/Nike-Air-Max-90-Mars-Landing/Images/Nike-Air-Max-90-Mars-Landing/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1553006663","https://stockx-360.imgix.net/Nike-Air-Max-90-Mars-Landing/Images/Nike-Air-Max-90-Mars-Landing/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1553006663","https://stockx-360.imgix.net/Nike-Air-Max-90-Mars-Landing/Images/Nike-Air-Max-90-Mars-Landing/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1553006663",CD0920-600,Mars Stone/Magma Orange,$160,03/16/2019
28,https://stockx.com/nike-sb-dunk-high-paul-rodriguez-mexico,Nike SB Dunk High Paul Rodriguez Mexico,SB,SB Dunk High,SB SB Dunk High,SB Dunk High,"https://stockx-360.imgix.net/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Images/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584757571","https://stockx-360.imgix.net/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Images/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584757571","https://stockx-360.imgix.net/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Images/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584757571","https://stockx-360.imgix.net/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Images/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584757571","https://stockx-360.imgix.net/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Images/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584757571","https://stockx-360.imgix.net/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Images/Nike-SB-Dunk-High-Paul-Rodriguez-Mexico/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1584757571",CT6680-100,White/Red-Green,$125,01/21/2020
29,https://stockx.com/nike-air-max-90-30th-anniversary-white-particle-grey-volt,Nike Air Max 90 OG Volt (2020),Air Max,90,Air Max 90,Air Max 90,"https://stockx-360.imgix.net/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Images/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154","https://stockx-360.imgix.net/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Images/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154","https://stockx-360.imgix.net/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Images/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154","https://stockx-360.imgix.net/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Images/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154","https://stockx-360.imgix.net/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Images/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154","https://stockx-360.imgix.net/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Images/Nike-Air-Max-90-OG-White-Particle-Grey-Volt/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1579298154",CD0881-103,White/Particle Grey-Black-Volt,$140,01/09/2020
30,https://stockx.com/nike-blazer-high-sacai-black-grey,Nike Blazer Mid sacai Black Grey,Basketball,Other,Basketball,Blazer Mid sacai,"https://stockx-360.imgix.net/Nike-Blazer-Mid-sacai-Black-Grey/Images/Nike-Blazer-Mid-sacai-Black-Grey/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682628","https://stockx-360.imgix.net/Nike-Blazer-Mid-sacai-Black-Grey/Images/Nike-Blazer-Mid-sacai-Black-Grey/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682628","https://stockx-360.imgix.net/Nike-Blazer-Mid-sacai-Black-Grey/Images/Nike-Blazer-Mid-sacai-Black-Grey/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682628","https://stockx-360.imgix.net/Nike-Blazer-Mid-sacai-Black-Grey/Images/Nike-Blazer-Mid-sacai-Black-Grey/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682628","https://stockx-360.imgix.net/Nike-Blazer-Mid-sacai-Black-Grey/Images/Nike-Blazer-Mid-sacai-Black-Grey/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682628","https://stockx-360.imgix.net/Nike-Blazer-Mid-sacai-Black-Grey/Images/Nike-Blazer-Mid-sacai-Black-Grey/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682628",BV0072-002,Black/White-Wolf Grey-Black,$140,10/10/2019
31,https://stockx.com/nike-blazer-high-sacai-white-grey,Nike Blazer Mid sacai White Grey,Basketball,Other,Basketball,Blazer Mid sacai,"https://stockx-360.imgix.net/Nike-Blazer-Mid-Sacai-White-Grey/Images/Nike-Blazer-Mid-Sacai-White-Grey/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682646","https://stockx-360.imgix.net/Nike-Blazer-Mid-Sacai-White-Grey/Images/Nike-Blazer-Mid-Sacai-White-Grey/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682646","https://stockx-360.imgix.net/Nike-Blazer-Mid-Sacai-White-Grey/Images/Nike-Blazer-Mid-Sacai-White-Grey/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682646","https://stockx-360.imgix.net/Nike-Blazer-Mid-Sacai-White-Grey/Images/Nike-Blazer-Mid-Sacai-White-Grey/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682646","https://stockx-360.imgix.net/Nike-Blazer-Mid-Sacai-White-Grey/Images/Nike-Blazer-Mid-Sacai-White-Grey/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682646","https://stockx-360.imgix.net/Nike-Blazer-Mid-Sacai-White-Grey/Images/Nike-Blazer-Mid-Sacai-White-Grey/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1571682646",BV0072-100,Summit White/White-Wolf Grey-Black,$140,10/10/2019
32,https://stockx.com/nike-air-max-90-viotech-og,Nike Air Max 90 Viotech OG,Air Max,90,Air Max 90,Air Max 90,"https://stockx.imgix.net/Nike-Air-Max-90-Viotech-OG-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1567803126","https://stockx.imgix.net/Nike-Air-Max-90-Viotech-OG-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1567803126","https://stockx.imgix.net/Nike-Air-Max-90-Viotech-OG-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1567803126","https://stockx.imgix.net/Nike-Air-Max-90-Viotech-OG-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1567803126","https://stockx.imgix.net/Nike-Air-Max-90-Viotech-OG-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1567803126","https://stockx.imgix.net/Nike-Air-Max-90-Viotech-OG-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&q=90&dpr=2&trim=color&updated_at=1567803126",CD0917-600,University Red/Pale Vanilla-Hyper Grape,$140,08/29/2019
33,https://stockx.com/nike-air-force-1-low-day-of-the-dead-2019,Nike Air Force 1 Low Day of the Dead (2019),Air Force,1,Air Force 1,Air Force 1,"https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Images/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1578691530","https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Images/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1578691530","https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Images/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1578691530","https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Images/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1578691530","https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Images/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1578691530","https://stockx-360.imgix.net/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Images/Nike-Air-Force-1-Low-Day-of-the-Dead-2019/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1578691530",CT1138-100,White/Black-Multi-Color,,10/25/2019
34,https://stockx.com/nike-air-max-97-neon-seoul,Nike Air Max 97 Neon Seoul,Air Max,97,Air Max 97,Air Max 97,"https://stockx-360.imgix.net/Nike-Air-Max-97-Neon-Seoul/Images/Nike-Air-Max-97-Neon-Seoul/Lv2/img01.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1555622480","https://stockx-360.imgix.net/Nike-Air-Max-97-Neon-Seoul/Images/Nike-Air-Max-97-Neon-Seoul/Lv2/img04.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1555622480","https://stockx-360.imgix.net/Nike-Air-Max-97-Neon-Seoul/Images/Nike-Air-Max-97-Neon-Seoul/Lv2/img10.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1555622480","https://stockx-360.imgix.net/Nike-Air-Max-97-Neon-Seoul/Images/Nike-Air-Max-97-Neon-Seoul/Lv2/img13.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1555622480","https://stockx-360.imgix.net/Nike-Air-Max-97-Neon-Seoul/Images/Nike-Air-Max-97-Neon-Seoul/Lv2/img19.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1555622480","https://stockx-360.imgix.net/Nike-Air-Max-97-Neon-Seoul/Images/Nike-Air-Max-97-Neon-Seoul/Lv2/img28.jpg?auto=format,compress&w=559&q=90&dpr=2&updated_at=1555622480",CI1503-001,Black/Reflect Silver-Blue Lagoon,$200,04/13/2019
